"FirstName","LastName","Jersey","TeamName","TeamAbbreviation","Club","Division","Country","Games","Assists","Goals","Callahans","Total"
"Corinne","Wiederkehr","8","Switzerland","SUI",,"Women","Switzerland","13","2","9","0","11"
"Florence","Windler","36","Switzerland","SUI",,"Mixed","Switzerland","12","2","8","0","10"
"Asli","Yaman","1","Switzerland","SUI",,"Master Mixed","Switzerland","13","2","2","0","4"
"Patrick","Zinke","72","Switzerland","SUI",,"Master Men","Switzerland","11","3","10","0","13"
"İsmail Hazar","Aksu","91","Turkey","TUR",,"Mixed","Turkey","12","18","7","0","25"
"Emre","Can","24","Turkey","TUR",,"Mixed","Turkey","12","18","12","0","30"
"Mert","Çetin","44","Turkey","TUR",,"Mixed","Turkey","12","17","2","0","19"
"Orcun","Cetintas","41","Turkey","TUR",,"Mixed","Turkey","12","7","7","0","14"
"Onur","Demirel","33","Turkey","TUR",,"Mixed","Turkey","12","7","23","0","30"
"Pelin","Gurel","23","Turkey","TUR",,"Mixed","Turkey","12","0","4","0","4"
"Fulya","Karacaoglu","2","Turkey","TUR",,"Mixed","Turkey","12","0","0","0","0"
"Neyran","Öz","38","Turkey","TUR",,"Mixed","Turkey","12","0","3","0","3"
"Abdulmecit","Ozdemir","20","Turkey","TUR",,"Mixed","Turkey","12","2","10","0","12"
"Ebru","Ozdes","25","Turkey","TUR",,"Mixed","Turkey","12","0","3","0","3"
"Yiğit","Şahin","7","Turkey","TUR",,"Mixed","Turkey","12","9","4","0","13"
"Feyza","Sakil","61","Turkey","TUR",,"Mixed","Turkey","12","0","5","0","5"
"Gizem","Şanlı","11","Turkey","TUR",,"Mixed","Turkey","12","8","5","0","13"
"Anna","Schepper","5","Turkey","TUR",,"Mixed","Turkey","12","5","7","0","12"
"Rezanne Marie","Bagayo","8","UAE","UAE",,"Women","United Arab Emirates","13","4","7","0","11"
"Carla","Basson","4","UAE","UAE",,"Women","United Arab Emirates","13","1","0","0","1"
"Andrea","Bombala","14","UAE","UAE",,"Women","United Arab Emirates","13","2","3","0","5"
"Laura","Bombala","55","UAE","UAE",,"Women","United Arab Emirates","13","0","0","0","0"
"Olivia","Brent","10","UAE","UAE",,"Women","United Arab Emirates","13","4","1","0","5"
"Roxanne","Brouillet","15","UAE","UAE",,"Women","United Arab Emirates","13","0","5","0","5"
"Graham","Cambridge","69","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","1","3","0","4"
"Amie","Channon","12","UAE","UAE",,"Women","United Arab Emirates","13","30","6","0","36"
"Drew","Dennehy","8","UAE","UAE",,"Mixed","United Arab Emirates","9","11","3","0","14"
"Liana","Edwards","3","UAE","UAE",,"Women","United Arab Emirates","13","3","12","0","15"
"Samir","El Ajraoui","43","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","5","5","0","10"
"Daniel","Evans","10","UAE","UAE",,"Mixed","United Arab Emirates","12","15","12","0","27"
"Ben","Figgis","72","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","0","1","0","1"
"Patrick","Fourcampre-Maye","3","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","0","1","0","1"
"Elise","Garton","34","UAE","UAE",,"Women","United Arab Emirates","13","1","0","0","1"
"Holger","Hartmann","64","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","6","0","0","6"
"Joanne","Hocquel","6","UAE","UAE",,"Women","United Arab Emirates","13","1","3","0","4"
"Sahir","Jamal","19","UAE","UAE",,"Mixed","United Arab Emirates","12","3","2","0","5"
"Julia","Jaskolski","13","UAE","UAE",,"Women","United Arab Emirates","13","1","0","0","1"
"John","Kutcher","27","UAE","UAE",,"Mixed","United Arab Emirates","12","11","7","0","18"
"David","Lawrence","21","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","5","2","0","7"
"Jared","Lawrence","21","UAE","UAE",,"Mixed","United Arab Emirates","12","1","9","0","10"
"Brigitte","Legg","11","UAE","UAE",,"Mixed","United Arab Emirates","12","4","0","0","4"
"April Rose","Magabulo","16","UAE","UAE",,"Women","United Arab Emirates","13","4","3","0","7"
"Jonathan","Prior","56","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","0","1","0","1"
"Andrea","Quintero","22","UAE","UAE",,"Mixed","United Arab Emirates","12","1","0","0","1"
"Kristopher John","Relucio","91","UAE","UAE",,"Mixed","United Arab Emirates","12","7","3","0","10"
"Julia","Ridley","66","UAE","UAE",,"Women","United Arab Emirates","13","4","9","0","13"
"Guss","Saade","13","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","1","2","0","3"
"Mikey","Saade","99","UAE","UAE",,"Mixed","United Arab Emirates","12","0","16","0","16"
"Monica","Saade","7","UAE","UAE",,"Women","United Arab Emirates","13","7","16","0","23"
"Ryan","Schaben","29","UAE","UAE",,"Mixed","United Arab Emirates","12","1","1","0","2"
"Mark","Schmidt","61","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","0","6","0","6"
"Steve","Severance","73","UAE","UAE",,"GrandMaster Men","United Arab Emirates","9","2","0","0","2"
"Nat","Stephens","68","UAE","UAE",,"GrandMaster Men","United Arab Emirates","9","0","0","0","0"
"Jen","Thomas","20","UAE","UAE",,"Mixed","United Arab Emirates","12","0","5","0","5"
"Kendall","Thorn","42","UAE","UAE",,"Mixed","United Arab Emirates","12","24","5","0","29"
"Alexander","Tombrink","9","UAE","UAE",,"Mixed","United Arab Emirates","12","2","2","0","4"
"Micheal","Weckesser","7","UAE","UAE",,"GrandMaster Men","United Arab Emirates","10","1","0","0","1"
"Christina","Wickman","2","UAE","UAE",,"Mixed","United Arab Emirates","12","8","7","0","15"
"Malina","Wiebe","7","UAE","UAE",,"Mixed","United Arab Emirates","12","3","19","0","22"
"Kristen","Winter","33","UAE","UAE",,"Women","United Arab Emirates","13","2","0","0","2"
"Ihor","Aspidov","3","Ukraine","UKR",,"Men","Ukraine","13","7","5","0","12"
"Nataliia","Batiaikina","53","Ukraine","UKR",,"Mixed","Ukraine","12","1","9","0","10"
"Yevhenii","Boiko","4","Ukraine","UKR",,"Mixed","Ukraine","12","2","2","0","4"
"Sergey","Bondarenko","99","Ukraine","UKR",,"Mixed","Ukraine","12","31","5","0","36"
"Anton","Brusnik","87","Ukraine","UKR",,"Mixed","Ukraine","12","0","3","0","3"
"Roman","Chernyshov","19","Ukraine","UKR",,"Men","Ukraine","13","3","2","0","5"
"Viacheslav","Horbatiuk","92","Ukraine","UKR",,"Mixed","Ukraine","12","6","7","0","13"
"Mykyta","Hubar","44","Ukraine","UKR",,"Men","Ukraine","13","1","2","0","3"
"Anton","Karpinskyi","99","Ukraine","UKR",,"Men","Ukraine","13","2","4","0","6"
"Tatiana","Kolombet","11","Ukraine","UKR",,"Mixed","Ukraine","12","0","2","0","2"
"Oleksandr","Kostenko","17","Ukraine","UKR",,"Men","Ukraine","13","33","2","0","35"
"Anton","Kurinnyi","7","Ukraine","UKR",,"Men","Ukraine","13","7","7","0","14"
"Markian","Kuzmowycz","1","Ukraine","UKR",,"Men","Ukraine","13","16","33","0","49"
"Taras","Kuzyk","8","Ukraine","UKR",,"Men","Ukraine","13","1","5","0","6"
"Artem","Lykov","93","Ukraine","UKR",,"Men","Ukraine","13","5","10","0","15"
"Galyna","Marchenko","9","Ukraine","UKR",,"Mixed","Ukraine","12","5","6","0","11"
"Gnat","Melnyk","11","Ukraine","UKR",,"Men","Ukraine","13","9","11","0","20"
"Vadym","Mykolaienko","4","Ukraine","UKR",,"Men","Ukraine","13","1","4","0","5"
"Illia","Myroniuk","18","Ukraine","UKR",,"Men","Ukraine","13","1","1","0","2"
"Vitaliy","Naulko","77","Ukraine","UKR",,"Men","Ukraine","13","4","7","0","11"
"Olena","Paziura","14","Ukraine","UKR",,"Mixed","Ukraine","12","2","4","0","6"
"Mykhailo","Pertusiak","21","Ukraine","UKR",,"Mixed","Ukraine","12","4","4","0","8"
"Anna","Slienzak","17","Ukraine","UKR",,"Mixed","Ukraine","12","7","27","0","34"
"Yurii","Spodeniuk","5","Ukraine","UKR",,"Men","Ukraine","13","6","0","0","6"
"Oleksii","Stabrovskiy","12","Ukraine","UKR",,"Mixed","Ukraine","11","13","4","0","17"
"Oleksandr","Stakhovskyi","9","Ukraine","UKR",,"Men","Ukraine","13","10","13","0","23"
"Dmytro","Strelchyn","94","Ukraine","UKR",,"Mixed","Ukraine","12","16","6","0","22"
"Valeriia","Strelchyna","8","Ukraine","UKR",,"Mixed","Ukraine","12","4","5","0","9"
"Mykola","Zaiets","25","Ukraine","UKR",,"Mixed","Ukraine","12","14","17","0","31"
"Vladyslav","Zavalenko","13","Ukraine","UKR",,"Mixed","Ukraine","12","6","11","0","17"
"Sarah","Anciaux","35","USA","USA",,"Women","United States of America","13","11","15","0","26"
"Marika","Austin","9","USA","USA",,"Mixed","United States of America","12","4","10","0","14"
"Kimberly","Beach","7","USA","USA",,"Master Mixed","United States of America","13","1","5","0","6"
"Andrew","Brown","3","USA","USA",,"Master Men","United States of America","11","8","5","0","13"
"Calise","Cardenas","7","USA","USA",,"Women","United States of America","13","6","25","0","31"
"Tyler","Chan","10","USA","USA",,"Men","United States of America","13","9","8","0","17"
"William","Chen","25","USA","USA",,"Master Men","United States of America","11","5","4","0","9"
"VY","Chow","29","USA","USA",,"Master Mixed","United States of America","13","11","10","0","21"
"Jason","Clark","4","USA","USA",,"Men","United States of America","13","7","7","0","14"
"Jeremy","Clark","31","USA","USA",,"GrandMaster Men","United States of America","9","3","14","0","17"
"Manisha","Daryani","77","USA","USA",,"Master Women","United States of America","13","10","11","0","21"
"Casey","Degan","2","USA","USA",,"Master Men","United States of America","11","3","22","1","25"
"Tyler","DeGirolamo","81","USA","USA",,"Men","United States of America","12","18","22","0","40"
"Ben","Dieter","6","USA","USA",,"Master Men","United States of America","11","11","11","0","22"
"Thomas","Doi","9","USA","USA",,"Master Men","United States of America","11","19","14","0","33"
"Ricky","Eikstadt","0","USA","USA",,"GrandMaster Men","United States of America","11","10","2","0","12"
"Ness","Fajardo","27","USA","USA",,"Women","United States of America","13","12","4","0","16"
"Dominique","Fontenette","17","USA","USA",,"Master Mixed","United States of America","13","7","21","0","28"
"Melissa","Gibbs","23","USA","USA",,"Master Women","United States of America","13","3","23","1","26"
"Dan","Gillick","24","USA","USA",,"Master Men","United States of America","11","9","7","0","16"
"Alexander","Hartwiger","1","USA","USA",,"Master Men","United States of America","11","4","3","0","7"
"Jack","Hatchett","27","USA","USA",,"Men","United States of America","11","7","10","0","17"
"Jonathan","Helton","70","USA","USA",,"Men","United States of America","11","11","10","0","21"
"Josh","Hemmesch","77","USA","USA",,"Master Mixed","United States of America","13","14","8","0","22"
"Simon","Higgins","1","USA","USA",,"Mixed","United States of America","12","17","12","0","29"
"Cree","Howard","13","USA","USA",,"Women","United States of America","13","20","15","0","35"
"Greg","Husak","83","USA","USA",,"GrandMaster Men","United States of America","11","17","6","0","23"
"Paul Raymond","Illian","99","USA","USA",,"Master Men","United States of America","11","6","25","1","31"
"Jared","Inselmann","11","USA","USA",,"Men","United States of America","13","20","17","0","37"
"Sarah","Itoh","4","USA","USA",,"Master Women","United States of America","13","5","10","0","15"
"Kaela","Jorgenson","5","USA","USA",,"Mixed","United States of America","12","10","8","0","18"
"Bridget","Kane","5","USA","USA",,"Master Mixed","United States of America","13","0","17","0","17"
"William","Katz","22","USA","USA",,"Men","United States of America","13","3","10","0","13"
"Trey","Katzenbach","25","USA","USA",,"Master Mixed","United States of America","13","12","9","0","21"
"Elijah","Kerns","12","USA","USA",,"Mixed","United States of America","12","14","11","0","25"
"Courtney","Kiesow","9","USA","USA",,"Master Women","United States of America","13","8","19","0","27"
"Kate","Kingery","5","USA","USA",,"Master Women","United States of America","10","14","9","0","23"
"Tyler","Kinley","7","USA","USA",,"Master Men","United States of America","11","8","2","0","10"
"Sally","Lambert","28","USA","USA",,"Master Women","United States of America","13","12","8","0","20"
"Barrs","Lang","11","USA","USA",,"Master Men","United States of America","11","6","18","0","24"
"Geneviève","Laroche","10","USA","USA",,"Master Women","United States of America","13","5","10","0","15"
"Becky","LeDonne","13","USA","USA",,"Master Women","United States of America","13","9","9","0","18"
"Gary","LeDonne","45","USA","USA",,"GrandMaster Men","United States of America","11","3","13","0","16"
"Sarah","Levinn","16","USA","USA",,"Women","United States of America","13","5","17","0","22"
"Angela","Lin","71","USA","USA",,"Master Women","United States of America","13","22","5","0","27"
"Byron","Liu","8","USA","USA",,"Mixed","United States of America","12","10","7","0","17"
"Magon","Liu","71","USA","USA",,"Women","United States of America","13","14","5","0","19"
"Ben","Lohre","42","USA","USA",,"Mixed","United States of America","12","6","17","0","23"
"Lisi","Lohre","21","USA","USA",,"Mixed","United States of America","12","8","10","0","18"
"Allison","Maddux","2","USA","USA",,"Women","United States of America","13","8","2","0","10"
"Becky","Malinowski","11","USA","USA",,"Women","United States of America","13","16","24","0","40"
"Brett","Matzuka","45","USA","USA",,"Men","United States of America","13","12","1","1","13"
"Sean","McCall","19","USA","USA",,"GrandMaster Men","United States of America","9","6","10","0","16"
"Maureen","McCamley","27","USA","USA",,"Master Mixed","United States of America","13","13","2","0","15"
"Jack","McShane","4","USA","USA",,"Mixed","United States of America","12","13","8","0","21"
"Sarah","Meckstroth","44","USA","USA",,"Mixed","United States of America","12","7","16","0","23"
"Sara","Miller","77","USA","USA",,"Women","United States of America","13","3","8","0","11"
"Sally","Mimms","23","USA","USA",,"Mixed","United States of America","12","6","4","0","10"
"Liza","Minor","3","USA","USA",,"Mixed","United States of America","12","11","16","0","27"
"Keven","Moldenhauer","7","USA","USA",,"GrandMaster Men","United States of America","11","24","8","0","32"
"Ashley","Morgan","6","USA","USA",,"Master Mixed","United States of America","13","4","14","0","18"
"Ryan","Morgan","10","USA","USA",,"Master Mixed","United States of America","13","16","6","0","22"
"Sean","Murray","81","USA","USA",,"Master Mixed","United States of America","13","16","16","0","32"
"Tim","Murray","2","USA","USA",,"GrandMaster Men","United States of America","11","18","5","0","23"
"Michael","Namkung","26","USA","USA",,"GrandMaster Men","United States of America","11","4","13","0","17"
"Andrew","Nelson","51","USA","USA",,"Men","United States of America","13","5","18","0","23"
"Walden","Nelson","31","USA","USA",,"Men","United States of America","13","6","9","0","15"
"Jonathan","Nethercutt","24","USA","USA",,"Men","United States of America","12","15","4","0","19"
"Mario","O'Brien","3","USA","USA",,"Men","United States of America","13","10","4","0","14"
"Calvin","Oung","88","USA","USA",,"Master Mixed","United States of America","13","22","9","0","31"
"Peter","Prial","8","USA","USA",,"Men","United States of America","13","18","16","0","34"
"Ryan","Purcell","33","USA","USA",,"Master Men","United States of America","11","9","4","0","13"
"Cassidy","Rasmussen","9","USA","USA",,"Men","United States of America","13","21","23","0","44"
"Haley","Reese","87","USA","USA",,"Master Women","United States of America","13","6","5","0","11"
"Jon","Remucal","20","USA","USA",,"GrandMaster Men","United States of America","11","7","9","0","16"
"Moses","Rifkin","10","USA","USA",,"Master Men","United States of America","11","19","19","0","38"
"Andrea","Romano","24","USA","USA",,"Mixed","United States of America","12","6","6","0","12"
"Steven","Rouisse","9","USA","USA",,"GrandMaster Men","United States of America","11","11","5","0","16"
"Maggie","Ruden","44","USA","USA",,"Women","United States of America","13","11","16","0","27"
"Lauren","Sadler","23","USA","USA",,"Women","United States of America","13","5","11","0","16"
"John","Sandahl","16","USA","USA",,"GrandMaster Men","United States of America","11","9","7","0","16"
"Jim","Schoettler","5","USA","USA",,"GrandMaster Men","United States of America","11","8","8","0","16"
"Matthew","Sewell","13","USA","USA",,"Master Men","United States of America","11","4","2","0","6"
"Markham","Shofner","90","USA","USA",,"Mixed","United States of America","12","7","7","0","14"
"Amber","Sinicrope","10","USA","USA",,"Women","United States of America","13","12","5","0","17"
"Emily","Smith-Wilson","32","USA","USA",,"Master Women","United States of America","13","3","27","0","30"
"Paige","Soper","5","USA","USA",,"Women","United States of America","13","26","5","0","31"
"Brandon","Steets","1","USA","USA",,"GrandMaster Men","United States of America","11","13","9","0","22"
"Kelly","Swiryn","77","USA","USA",,"GrandMaster Men","United States of America","11","2","24","0","26"
"Claudia","Tajima","12","USA","USA",,"Women","United States of America","13","6","3","0","9"
"Mac","Taylor","40","USA","USA",,"Mixed","United States of America","12","12","7","0","19"
"Don","Tom","10","USA","USA",,"GrandMaster Men","United States of America","11","7","9","0","16"
"Chelsea","Twohig","35","USA","USA",,"Master Mixed","United States of America","13","7","13","0","20"
"Keegan","Uhl","21","USA","USA",,"Master Mixed","United States of America","13","21","10","0","31"
"Berend","Van Heuvelen","42","USA","USA",,"Master Men","United States of America","11","17","5","0","22"
"Bartholomew","Watson","5","USA","USA",,"Master Men","United States of America","11","12","2","0","14"
"Owen","Westbrook","26","USA","USA",,"Master Mixed","United States of America","13","15","18","0","33"
"Nathan","White","28","USA","USA",,"Mixed","United States of America","12","13","5","0","18"
"Kate","Wilson","25","USA","USA",,"Master Women","United States of America","13","12","10","0","22"
"Brittany","Winner","22","USA","USA",,"Master Women","United States of America","13","6","14","0","20"
"Robyn","Wiseman","44","USA","USA",,"Master Women","United States of America","13","33","4","0","37"
"Joel","Wooten","11","USA","USA",,"Master Mixed","United States of America","13","10","11","0","21"
"Katherine","Wooten","24","USA","USA",,"Master Women","United States of America","13","15","0","0","15"
"Russell","Wynne","7","USA","USA",,"Men","United States of America","13","4","8","0","12"
"Orianna","Abreu","34","Venezuela","VEN",,"Mixed","Venezuela","12","2","8","0","10"
"Marco","Batista","30","Venezuela","VEN",,"Mixed","Venezuela","12","5","17","0","22"
"Fred","Burke","76","Venezuela","VEN",,"Mixed","Venezuela","12","14","2","0","16"
"José","Caceres","25","Venezuela","VEN",,"Mixed","Venezuela","12","1","3","0","4"
"José","Cruces","16","Venezuela","VEN",,"Mixed","Venezuela","12","8","9","0","17"
"Moises","Diaz","10","Venezuela","VEN",,"Mixed","Venezuela","12","11","2","0","13"
"Jullieth","Espinoza","26","Venezuela","VEN",,"Mixed","Venezuela","11","0","0","0","0"
"Gustavo","Estraño","27","Venezuela","VEN",,"Mixed","Venezuela","12","1","0","0","1"
"Taomy","Hoffmann","33","Venezuela","VEN",,"Mixed","Venezuela","12","15","13","0","28"
"Darly","Kittle","66","Venezuela","VEN",,"Mixed","Venezuela","12","0","2","0","2"
"Jurixda","Liccien","99","Venezuela","VEN",,"Mixed","Venezuela","12","1","6","0","7"
"Mariana","Otero","2","Venezuela","VEN",,"Mixed","Venezuela","12","7","1","0","8"
"David","Picon","18","Venezuela","VEN",,"Mixed","Venezuela","12","10","10","0","20"
"Marie","Sennyey","88","Venezuela","VEN",,"Mixed","Venezuela","12","2","4","0","6"
"Vanessa","Tejero","21","Venezuela","VEN",,"Mixed","Venezuela","12","1","1","0","2"
